PRODUCTID	PRODUCTNAME	PRODUCTGROUPCODE	PRODUCTGROUPNAME	INSTOCKFLAG	FULLPRICE	ASIN	NodeId
10557		BK	BOOK	Y	1000	0002251884	2599
10558		BK	BOOK	Y	1550	0002251930	2601
10559		BK	BOOK	Y	900	0002251965	2602
10560		BK	BOOK	Y	300	0002251981	1043858
10561		BK	BOOK	Y	1175	0002252015	2603
10562		BK	BOOK	Y	1000	0002252082	2732
10563		BK	BOOK	Y	1550	0002252104	11661
10564		BK	BOOK	Y	850	0002252139	2737
10565		BK	BOOK	Y	1000	000225218X	11686
10566		BK	BOOK	Y	1750	0002253305	10020691011
10567		BK	BOOK	Y	700	0002253372	2604
10568		BK	BOOK	Y	1280	0002253399	2607
10569		BK	BOOK	Y	900	0002253968	10020676011
10570		BK	BOOK	Y	1440	0002254123	10020677011
10571		BK	BOOK	Y	550	0002254131	10020678011
10572		BK	BOOK	Y	859	0002254182	10020679011
10573		BK	BOOK	Y	625	0002254409	10020672011
10574		BK	BOOK	Y	2250	0002254565	10020673011
10575		BK	BOOK	Y	1000	0002254816	10020674011
10576		BK	BOOK	Y	1000	0002254980	713052011
10577		BK	BOOK	Y	1550	0002255200	10020675011
10578		BK	BOOK	Y	1000	0002255553	10020683011
10579		BK	BOOK	Y	1710	0002255731	10020684011
10580		BK	BOOK	Y	350	000225686X	2637
10581		BK	BOOK	Y	800	000225705X	10020685011
10582		BK	BOOK	Y	350	0002257777	2546
10583		BK	BOOK	Y	900	0002257858	3568203011
10584		BK	BOOK	Y	195	0002258579	2624
10585		BK	BOOK	Y	195	0002259192	52071011
10586		BK	BOOK	Y	323	000225977X	10020695011
10587		BK	BOOK	Y	195	0002261200	886498
10588		BK	BOOK	Y	340	0002261790	13922570011
10589		BK	BOOK	Y	195	0002310899	10020700011
10590		BK	BOOK	Y	340	0002311216	10020701011
10591		BK	BOOK	Y	195	0002311240	16233441
10592		BK	BOOK	Y	195	0002312263	3568199011
10593		BK	BOOK	Y	495	0002312298	10020696011
10594		BK	BOOK	Y	745	0002313030	2636
10595		BK	BOOK	Y	340	0002314282	16233431
10596		BK	BOOK	Y	375	0002314355	10020697011
10597		BK	BOOK	Y	540	0002314592	10020698011
10598		BK	BOOK	Y	195	000231469X	10020699011
10599		BK	BOOK	Y	495	0002315459	271615011
10600		BK	BOOK	Y	745	0002315963	3568201011
10601		BK	BOOK	Y	340	0002318075	3568202011
10602		BK	BOOK	Y	375	0002318350	2656
10603		BK	BOOK	Y	540	0002318652	16233451
10604		BK	BOOK	Y	195	0002318733	16233461
10605		BK	BOOK	Y	670	0002321688	8298058011
10606		BK	BOOK	Y	340	0002322307	10020702011
10607		BK	BOOK	Y	337	0002322528	8298059011
10608		BK	BOOK	Y	486	0002324849	271576011
10609		BK	BOOK	Y	195	0002326698	2638
10610		BK	BOOK	Y	310	0002326817	10516
10611		BK	BOOK	Y	337	0002326825	2640
10612		BK	BOOK	Y	540	0002326841	2641
10613		BK	BOOK	Y	195	0002326876	2642
10614		BK	BOOK	Y	445	0002327031	2644
10615		BK	BOOK	Y	745	0002338114	2645
10616		BK	BOOK	Y	340	0002430185	2646
10617		BK	BOOK	Y	375	0002434032	3568200011
10618		BK	BOOK	Y	540	0002444763	2647
10619		BK	BOOK	Y	1400	0002446405	2657
10620		BK	BOOK	Y	340	0002477904	266108
10621		BK	BOOK	Y	375	0002550296	2594
10622		BK	BOOK	Y	540	0002550318	2590
10623		BK	BOOK	Y	195	0002550326	2609
10624		BK	BOOK	Y	340	0002550512	2662
10625		BK	BOOK	Y	337	0002550741	2705
10626		BK	BOOK	Y	540	0002550857	16926916011
10627		BK	BOOK	Y	195	0002550865	11764636011
10628		BK	BOOK	Y	340	0002550938	2665
10629		BK	BOOK	Y	375	0002551101	10020703011
10630		BK	BOOK	Y	540	000255111X	2666
10631		BK	BOOK	Y	195	0002551152	2667
10632		BK	BOOK	Y	375	0002551195	10020704011
10633		BK	BOOK	Y	195	0002551470	10020705011
10634		BK	BOOK	Y	340	0002551489	10020706011
10635		BK	BOOK	Y	375	0002551497	10020707011
10636		BK	BOOK	Y	540	0002551500	2668
10637		BK	BOOK	Y	500	0002551519	2669
10638		BK	BOOK	Y	631	0002551543	2671
10639		BK	BOOK	Y	675	0002551659	886504
10640		BK	BOOK	Y	195	0002551667	2672
10641		BK	BOOK	Y	340	0002551675	10020708011
10642		BK	BOOK	Y	375	0002552078	2653
10643		BK	BOOK	Y	540	0002552175	2674
10644		BK	BOOK	Y	500	000255223X	2572
10645		BK	BOOK	Y	645	0002552256	11643
10646		BK	BOOK	Y	675	0002552264	11686
10647		BK	BOOK	Y	840	0002552396	2575
10648		BK	BOOK	Y	495	0002552493	2578
10649		BK	BOOK	Y	745	0002552507	2576
10650		BK	BOOK	Y	800	0002552523	172764
10651		BK	BOOK	Y	945	0002552531	2579
10652		BK	BOOK	Y	195	0002552574	69851
10653		BK	BOOK	Y	340	000255268X	2580
10654		BK	BOOK	Y	375	0002553112	2675
10655		BK	BOOK	Y	540	000255321X	2735
10656		BK	BOOK	N	450	0002553295	2678
10657		BK	BOOK	Y	195	0002553341	10020709011
10658		BK	BOOK	Y	195	0002553430	2679
10659		BK	BOOK	Y	375	0002553449	16244401
10660		BK	BOOK	Y	513	0002553457	2680
10661		BK	BOOK	N	450	0002553473	2648
10662		BK	BOOK	N	607	0002553481	2682
10663		BK	BOOK	Y	195	0002553635	2683
10664		BK	BOOK	Y	340	0002553708	2684
10665		BK	BOOK	Y	340	0002553732	10020710011
10666		BK	BOOK	Y	375	000255383X	2685
10667		BK	BOOK	Y	540	0002553910	2686
10668		BK	BOOK	Y	195	000255397X	2689
10669		BK	BOOK	Y	340	0002553988	2690
10670		BK	BOOK	Y	375	0002554151	2691
10671		BK	BOOK	Y	540	0002554194	271578011
10672		BK	BOOK	Y	195	0002554216	8298060011
10673		BK	BOOK	Y	540	0002554232	377568011
10674		BK	BOOK	Y	195	0002554364	8298061011
10675		BK	BOOK	Y	340	0002554437	10020711011
10676		BK	BOOK	Y	375	000255447X	379406011
10677		BK	BOOK	Y	540	000255450X	2692
10678		BK	BOOK	Y	195	0002554518	2696
10679		BK	BOOK	Y	340	0002554526	2553
10680		BK	BOOK	Y	375	0002554534	2694
10681		BK	BOOK	Y	540	0002554577	2697
10682		BK	BOOK	Y	195	0002554585	2698
10683		BK	BOOK	Y	340	0002554593	2699
10684		BK	BOOK	Y	540	0002554623	2700
10685		BK	BOOK	Y	195	000255464X	2635
10686		BK	BOOK	Y	340	0002554755	2702
10687		BK	BOOK	Y	375	0002554763	2703
10688		BK	BOOK	Y	540	0002554771	2704
10689		BK	BOOK	Y	195	0002554798	2705
10690		BK	BOOK	Y	340	0002554801	2706
10691		BK	BOOK	Y	486	0002554860	2707
10692		BK	BOOK	Y	195	0002554909	2708
10693		BK	BOOK	Y	195	0002554925	2709
10694		BK	BOOK	Y	340	0002555026	2710
10695		BK	BOOK	Y	375	0002555166	3563
10696		BK	BOOK	Y	513	0002555255	2711
10697		BK	BOOK	Y	195	0002555328	2712
10698		BK	BOOK	Y	445	0002555719	2713
10699		BK	BOOK	Y	745	0002555875	6133991011
10700		BK	BOOK	Y	340	0002555921	2717
10701		BK	BOOK	Y	375	0002555972	2719
10702		BK	BOOK	Y	540	0002556081	8298062011
10703		BK	BOOK	Y	540	0002556219	8298063011
10704		BK	BOOK	Y	195	0002556324	355563011
10705		BK	BOOK	Y	340	0002556642	2720
10706		BK	BOOK	Y	375	0002556650	2722
10707		BK	BOOK	Y	195	0002556723	2731
10708		BK	BOOK	Y	340	0002556847	355561011
10709		BK	BOOK	Y	375	0002557029	2635
10710		BK	BOOK	Y	540	000255710X	541256
10711		BK	BOOK	Y	195	0002557231	10020718011
10712		BK	BOOK	Y	340	000255738X	10020719011
10713		BK	BOOK	Y	195	0002557517	3568198011
10714		BK	BOOK	Y	340	0002557525	2648
10715		BK	BOOK	Y	375	0002557584	10020720011
10716		BK	BOOK	Y	540	0002557592	355569011
10717		BK	BOOK	Y	175	0002557673	10020721011
10718		BK	BOOK	Y	340	0002557681	10020722011
10719		BK	BOOK	Y	375	0002557738	2687
10720		BK	BOOK	Y	195	0002557975	2688
10721		BK	BOOK	Y	340	0002557991	171127
10722		BK	BOOK	Y	486	0002558033	266106
10723		BK	BOOK	Y	486	0002558173	10020723011
10724		BK	BOOK	Y	195	0002558319	10020724011
10725		BK	BOOK	Y	195	0002558343	10020725011
10726		BK	BOOK	Y	340	0002558386	2650
10727		BK	BOOK	N	540	0002558483	2651
10728		BK	BOOK	Y	340	0002558572	2652
10729		BK	BOOK	Y	375	0002558637	2653
10730		BK	BOOK	Y	540	000255870X	10973
10731		BK	BOOK	Y	195	0002558718	2654
10732		BK	BOOK	Y	340	0002558793	2655
10733		BK	BOOK	Y	337	000255898X	355562011
10734		BK	BOOK	Y	540	0002559013	2742
10735		BK	BOOK	Y	195	0002559064	271577011
10736		BK	BOOK	Y	306	0002559099	660626
10737		BK	BOOK	Y	540	0002559102	2560
10738		BK	BOOK	Y	175	000255934X	10020716011
10739		BK	BOOK	Y	333	0002559420	2686
10740		BK	BOOK	Y	195	0002570033	271578011
10741		BK	BOOK	Y	340	0002570068	8298060011
10742		BK	BOOK	Y	375	0002570130	377568011
10743		BK	BOOK	Y	540	0002570319	8298061011
10744		BK	BOOK	Y	195	0002570327	660628
10745		BK	BOOK	Y	340	0002570831	355571011
10746		BK	BOOK	Y	375	0002570874	2569
10747		BK	BOOK	Y	540	0002570890	2697
10748		BK	BOOK	Y	195	0002570963	2741
10749		BK	BOOK	Y	306	000257103X	2634
10750		BK	BOOK	Y	375	0002571072	2745
10751		BK	BOOK	Y	195	0002571153	2746
10752		BK	BOOK	Y	340	0002571293	2747
10753		BK	BOOK	Y	375	0002571382	2748
10754		BK	BOOK	Y	540	0002571404	2750
10755		BK	BOOK	Y	195	0002571471	355574011
10756		BK	BOOK	Y	340	0002571560	2751
10757		BK	BOOK	Y	375	0002571633	2649
10758		BK	BOOK	Y	195	0002571668	355575011
10759		BK	BOOK	Y	340	0002571714	7743000011
10760		BK	BOOK	Y	195	0002571943	7743001011
10761		BK	BOOK	Y	306	000257196X	7743002011
10762		BK	BOOK	Y	540	0002572168	7743003011
10763		BK	BOOK	Y	195	0002572192	7743004011
10764		BK	BOOK	Y	340	0002572206	7743005011
10765		BK	BOOK	Y	333	0002582015	355578011
10766		BK	BOOK	Y	540	0002582023	4
10767		BK	BOOK	N	8	0002614154	2967
10768		BK	BOOK	N	9	0002614510	3371
10769		BK	BOOK	Y	9	0002614529	3374
10770		BK	BOOK	Y	195	0002617501	8883822011
10771		BK	BOOK	Y	340	0002621509	8883823011
10772		BK	BOOK	Y	195	0002625032	3375
10773		BK	BOOK	Y	500	0002626446	8883824011
10774		BK	BOOK	Y	340	0002628015	8883825011
10775		BK	BOOK	Y	195	0002710188	3376
10776		BK	BOOK	Y	340	0002711109	8883826011
10777		BK	BOOK	Y	450	0002711184	8883827011
10778		BK	BOOK	Y	580	0002711389	3377
10779		BK	BOOK	Y	195	0002711397	8883828011
10780		BK	BOOK	Y	340	0002712091	8883829011
10781		BK	BOOK	Y	375	0002712199	3379
10782		BK	BOOK	Y	195	0002712547	8883830011
10783		BK	BOOK	Y	340	0002712709	8883831011
10784		BK	BOOK	Y	375	0002713241	3380
10785		BK	BOOK	Y	486	0002713357	8883832011
10786		BK	BOOK	Y	195	0002713454	8883833011
10787		BK	BOOK	Y	340	0002713624	2882
10788		BK	BOOK	Y	375	0002713756	15356831
10789		BK	BOOK	Y	540	0002713810	7009074011
10790		BK	BOOK	N	195	0002719053	8298064011
10791		BK	BOOK	N	340	0002720213	8298065011
10792		BK	BOOK	N	375	0002720728	8298066011
10793		BK	BOOK	N	540	0002721244	7009075011
10794		BK	BOOK	Y	195	0002725142	7009076011
10795		BK	BOOK	Y	195	0002725533	7009077011
10796		BK	BOOK	Y	195	0002726386	7009078011
10797		BK	BOOK	Y	195	0002726874	7009079011
10798		BK	BOOK	Y	195	0002727463	3383
10799		BK	BOOK	Y	195	000272765X	3384
10800		BK	BOOK	Y	195	0002727773	3385
10801		BK	BOOK	Y	306	0002728494	3387
10802		BK	BOOK	Y	295	0002730057	3388
10803		BK	BOOK	Y	195	0002740168	3389
10804		BK	BOOK	Y	340	0002740303	3390
10805		BK	BOOK	Y	337	0002740427	3391
10806		BK	BOOK	Y	540	0002740737	3392
10807		BK	BOOK	Y	195	0002740753	3393
10808		BK	BOOK	Y	340	000274094X	3394
10809		BK	BOOK	Y	195	0002875926	17018953011
10810		BK	BOOK	Y	195	0002877414	2787
10811		BK	BOOK	Y	500	0002877813	2788
10812		BK	BOOK	Y	195	0003002241	2789
10813		BK	BOOK	Y	450	0003033570	8951139011
10814		BK	BOOK	Y	195	0003034550	8951140011
10815		BK	BOOK	Y	450	0003131181	3564971011
10816		BK	BOOK	Y	195	0003176037	8951141011
10817		BK	BOOK	Y	175	000322225X	8951142011
10818		BK	BOOK	Y	195	0003222357	2792
10819		BK	BOOK	Y	500	0003222977	8951143011
10820		BK	BOOK	Y	195	0003222985	8951144011
10821		BK	BOOK	N	20	0003261301	2796
10822		BK	BOOK	N	35	0003271323	8951145011
10823		BK	BOOK	Y	44	0003273091	8951146011
10824		BK	BOOK	N	42	0003278344	2800
10825		BK	BOOK	Y	35	000330020X	8951147011
10826		BK	BOOK	Y	42	0003300781	8951148011
10827		BK	BOOK	Y	42	000330230X	2804
10828		BK	BOOK	N	8	0003429253	8951149011
10829		BK	BOOK	N	8	0003458903	8951150011
10830		BK	BOOK	N	19	000370257X	2808
10831		BK	BOOK	N	19	0003702650	8951151011
10832		BK	BOOK	N	19	000370520X	8951152011
10833		BK	BOOK	N	19	0003705218	2812
10834		BK	BOOK	N	25	0003708861	8951153011
10835		BK	BOOK	N	35	0003709493	8951154011
10836		BK	BOOK	N	40	0003750582	15356761
10837		BK	BOOK	N	29	0003801055	8951155011
10838		BK	BOOK	Y	11	000382909X	8951156011
10839		BK	BOOK	N	26	0003830683	2816
10840		BK	BOOK	N	16	0003900347	8951157011
10841		BK	BOOK	Y	6	0003900355	8951158011
10842		BK	BOOK	N	20	0003905276	2820
10843		BK	BOOK	N	20	0004105788	8951159011
10844		BK	BOOK	N	29	0004111133	8951160011
10845		BK	BOOK	N	14	0004111141	2823
10846		BK	BOOK	N	27	0004111176	8951161011
10847		BK	BOOK	N	7	0004112563	8951162011
10848		BK	BOOK	N	18	000411535X	8951163011
10849		BK	BOOK	Y	27	0004115546	8951164011
10850		BK	BOOK	Y	35	0004115724	8951165011
10851		BK	BOOK	N	11	0004116798	8951166011
10852		BK	BOOK	N	11	0004116860	8951167011
10853		BK	BOOK	Y	11	0004117107	8951168011
10854		BK	BOOK	N	11	0004117263	2830
10855		BK	BOOK	N	11	000411728X	2832
10856		BK	BOOK	N	11	0004119835	8951169011
10857		BK	BOOK	N	11	0004120205	8951170011
10858		BK	BOOK	N	11	0004120566	2840
10859		BK	BOOK	N	11	0004121074	8951171011
10860		BK	BOOK	N	11	0004122429	8951172011
10861		BK	BOOK	N	11	0004123298	2843
10862		BK	BOOK	N	39	0004123433	8951173011
10863		BK	BOOK	N	39	0004123476	8951174011
10864		BK	BOOK	N	24	0004125193	2846
10865		BK	BOOK	N	8	0004125231	8951175011
10866		BK	BOOK	N	9	0004125509	8951176011
10867		BK	BOOK	N	9	0004125819	2849
10868		BK	BOOK	N	9	0004126483	8951178011
10869		BK	BOOK	N	9	0004126505	8951177011
10870		BK	BOOK	N	9	0004126815	8951179011
10871		BK	BOOK	N	9	0004127056	2853
10872		BK	BOOK	N	9	0004127110	8951180011
10873		BK	BOOK	N	9	0004127382	8951181011
10874		BK	BOOK	N	9	0004127390	2856
10875		BK	BOOK	N	9	0004127560	2859
10876		BK	BOOK	N	9	0004127919	8951182011
10877		BK	BOOK	N	9	000412801X	8951183011
10878		BK	BOOK	N	9	0004129032	2863
10879		BK	BOOK	N	9	0004129121	8883834011
10880		BK	BOOK	N	9	000412913X	8883835011
10881		BK	BOOK	N	9	0004129377	2867
10882		BK	BOOK	N	9	0004129466	2869
10883		BK	BOOK	N	9	0004133285	8951184011
10884		BK	BOOK	N	9	0004133307	8951185011
10885		BK	BOOK	N	9	0004133382	2870
10886		BK	BOOK	N	9	0004133404	2871
10887		BK	BOOK	N	9	0004133463	2872
10888		BK	BOOK	N	9	0004133471	2873
10889		BK	BOOK	N	8	0004133536	2874
10890		BK	BOOK	N	8	0004133587	2875
10891		BK	BOOK	N	8	0004133595	8298067011
10892		BK	BOOK	N	9	0004133803	2877
10893		BK	BOOK	N	9	0004133862	2878
10894		BK	BOOK	N	9	0004133897	2879
10895		BK	BOOK	N	9	0004133900	2880
10896		BK	BOOK	N	8	0004133935	8298068011
10897		BK	BOOK	N	9	0004134109	2883
10898		BK	BOOK	N	9	0004134125	8298069011
10899		BK	BOOK	N	9	0004140052	8298070011
10900		BK	BOOK	N	9	0004140176	8298071011
10901		BK	BOOK	N	9	0004140338	8298072011
10902		BK	BOOK	N	9	0004140494	8298073011
10903		BK	BOOK	N	9	0004140648	8298074011
10904		BK	BOOK	N	9	0004140850	8298075011
10905		BK	BOOK	N	9	0004140958	8298076011
10906		BK	BOOK	N	13	0004140966	8298077011
10907		BK	BOOK	N	9	0004145372	8298078011
10908		BK	BOOK	N	9	000421546X	2894
10909		BK	BOOK	N	9	0004330781	2896
10910		BK	BOOK	N	9	0004331273	2899
10911		BK	BOOK	N	9	0004334051	3564972011
10912		BK	BOOK	Y	9	0004336224	2904
10913		BK	BOOK	Y	9	000433972X	2906
10914		BK	BOOK	Y	9	0004342836	2907
10915		BK	BOOK	N	9	0004343476	2351
10916		BK	BOOK	Y	8	0004343638	13922588011
10917		BK	BOOK	Y	9	0004350367	2352
10918		BK	BOOK	N	9	0004350553	13922589011
10919		BK	BOOK	N	9	0004351592	2353
10920		BK	BOOK	N	9	0004355253	69281
10921		BK	BOOK	Y	9	0004356470	13922590011
10922		BK	BOOK	Y	9	0004356659	2355
10923		BK	BOOK	Y	79	0004486110	2358
10924		BK	BOOK	N	79	0004486803	2356
10925		BK	BOOK	N	59	0004486862	2359
10926		BK	BOOK	N	39	0004486870	2360
10927		BK	BOOK	Y	12	0004486889	2361
10928		BK	BOOK	N	18	0004487834	2362
10929		BK	BOOK	N	3592	0004488156	69282
10930		BK	BOOK	N	16	0004488172	2363
10931		BK	BOOK	Y	195	0004488857	69283
10932		BK	BOOK	Y	340	0004488865	2364
10933		BK	BOOK	Y	375	0004488938	3564974011
10934		BK	BOOK	Y	540	0004489004	3284
10935		BK	BOOK	Y	195	0004489039	3288
10936		BK	BOOK	Y	340	0004489098	8883836011
10937		BK	BOOK	Y	375	0004489438	8883837011
10938		BK	BOOK	Y	540	0004489799	7009089011
10939		BK	BOOK	N	18	0004490266	3291
10940		BK	BOOK	N	18	0004490401	8883838011
10941		BK	BOOK	N	18	0004490541	8883839011
10942		BK	BOOK	N	14	0004490606	7009088011
10943		BK	BOOK	N	18	0004490940	3297
10944		BK	BOOK	N	14	0004539869	3285
10945		BK	BOOK	N	32	0004585488	8883840011
10946		BK	BOOK	N	29	0004586441	8883841011
10947		BK	BOOK	N	34	0004586522	3298
10948		BK	BOOK	N	32	0004586654	8883842011
10949		BK	BOOK	N	32	0004588029	8883843011
10950		BK	BOOK	N	39	0004588177	2655476011
10951		BK	BOOK	N	30	0004588266	2970
10952		BK	BOOK	N	49	0004589580	3014
10953		BK	BOOK	N	27	0004589769	16926943011
10954		BK	BOOK	Y	16	0004622898	16926944011
10955		BK	BOOK	Y	24	0004687019	8951188011
10956		BK	BOOK	Y	0	0004700090	16926945011
10957		BK	BOOK	N	0	0004700481	16926946011
10958		BK	BOOK	N	25	0004700988	16926947011
10959		BK	BOOK	N	18	0004701208	8951187011
10960		BK	BOOK	N	13	0004702743	16926948011
10961		BK	BOOK	N	24	0004702816	8951190011
10962		BK	BOOK	N	13	0004704738	16926949011
10963		BK	BOOK	N	13	0004704991	16926950011
10964		BK	BOOK	Y	12	0004705475	15356771
10965		BK	BOOK	N	10	0004705831	8951186011
10966		BK	BOOK	N	10	000470584X	16926951011
10967		BK	BOOK	N	19	0004706773	8951189011
10968		BK	BOOK	Y	2	0004706927	16926952011
10969		BK	BOOK	Y	0	0004707052	16926954011
10970		BK	BOOK	Y	0	0004707117	16926953011
10971		BK	BOOK	Y	0	0004707206	16926955011
10972		BK	BOOK	Y	0	0004707389	15356781
10973		BK	BOOK	Y	0	000470746X	2909
10974		BK	BOOK	N	0	0004707508	2910
10975		BK	BOOK	N	0	0004707516	2912
10976		BK	BOOK	Y	0	0004707532	2913
10977		BK	BOOK	N	15	0004707613	2914
10978		BK	BOOK	N	16	000470763X	2915
10979		BK	BOOK	N	15	0004707664	2916
10980		BK	BOOK	N	15	0004707702	2753
10981		BK	BOOK	N	15	0004707729	2754
10982		BK	BOOK	N	15	0004708075	9432884011
10983		BK	BOOK	N	31	0004708083	9432885011
10984		BK	BOOK	N	15	0004708229	3564975011
10985		BK	BOOK	N	15	0004708237	9432886011
10986		BK	BOOK	N	15	0004708261	9432887011
10987		BK	BOOK	N	15	0004708466	2758
10988		BK	BOOK	N	16	0004708474	9432888011
10989		BK	BOOK	N	15	0004708482	9432889011
10990		BK	BOOK	N	15	0004708490	2761
10991		BK	BOOK	Y	125	0004708512	9432890011
10992		BK	BOOK	Y	99	0004708725	9432891011
10993		BK	BOOK	N	39	0004708997	2765
10994		BK	BOOK	Y	9	0004709276	9432892011
10995		BK	BOOK	Y	0	0004709799	9432893011
10996		BK	BOOK	Y	0	0004709934	2766
10997		BK	BOOK	Y	0	0004709977	9432894011
10998		BK	BOOK	Y	0	0004710010	9432895011
10999		BK	BOOK	Y	0	0004710258	3564976011
11000		BK	BOOK	Y	0	0004710304	9432896011
11001		BK	BOOK	Y	19	0004720091	9432897011
11002		BK	BOOK	Y	75	000472013X	2769
11003		BK	BOOK	N	14	0004720652	9432898011
11004		BK	BOOK	N	16	0004720687	9432899011
11005		BK	BOOK	N	45	0004720695	2770
11006		BK	BOOK	N	34	0004720717	9432900011
11007		BK	BOOK	Y	32	0004720776	9432901011
11008		BK	BOOK	N	32	0004720806	3564977011
11009		BK	BOOK	N	20	000472092X	9432902011
11010		BK	BOOK	Y	16	0004720962	9432903011
11011		BK	BOOK	N	16	0004721098	2773
11012		BK	BOOK	Y	16	0004721349	9432904011
11013		BK	BOOK	N	16	0004721357	9432905011
11014		BK	BOOK	N	16	0004721446	2776
11015		BK	BOOK	N	16	0004721470	3176
11016		BK	BOOK	N	14	000472156X	3564978011
11017		BK	BOOK	N	42	0004721675	8944243011
11018		BK	BOOK	N	26	0004722116	8944244011
11019		BK	BOOK	Y	6	0004722140	3351944011
11020		BK	BOOK	Y	195	0004722205	69802
11021		BK	BOOK	Y	340	0004722213	69803
11022		BK	BOOK	Y	486	0004722221	69804
11023		BK	BOOK	Y	195	000472240X	15356861
11024		BK	BOOK	Y	340	000472254X	69805
11025		BK	BOOK	Y	375	0004722590	69806
11026		BK	BOOK	Y	540	0004722639	69807
11027		BK	BOOK	Y	195	0004722698	69808
11028		BK	BOOK	Y	340	0004722744	69809
11029		BK	BOOK	Y	337	0004722809	69810
11030		BK	BOOK	Y	540	0004722825	3190
11031		BK	BOOK	Y	195	0004722957	2917
11032		BK	BOOK	Y	340	0004723015	2918
11033		BK	BOOK	Y	375	0004723023	15356871
11034		BK	BOOK	Y	540	0004723201	2919
11035		BK	BOOK	Y	195	0004723724	2920
11036		BK	BOOK	Y	340	0004723821	69281
11037		BK	BOOK	Y	295	0004723996	2922
11038		BK	BOOK	Y	486	0004724038	2923
11039		BK	BOOK	Y	195	0004724097	2924
11040		BK	BOOK	Y	340	0004724119	2925
11041		BK	BOOK	Y	375	0004724143	2939
11042		BK	BOOK	Y	414	0004724526	2940
11043		BK	BOOK	N	15	0004724534	2941
11044		BK	BOOK	N	15	0004724542	2942
11045		BK	BOOK	N	12	0004724747	2943
11046		BK	BOOK	Y	19	0004724763	2944
11047		BK	BOOK	Y	12	0004724801	2945
11048		BK	BOOK	Y	13	000472500X	2946
11049		BK	BOOK	Y	12	0004725026	2947
11050		BK	BOOK	Y	12	0004725042	2948
11051		BK	BOOK	Y	12	0004727622	2949
11052		BK	BOOK	Y	12	0004775422	8951191011
11053		BK	BOOK	Y	12	0004780000	2950
11054		BK	BOOK	Y	12	000481259X	2955
11055		BK	BOOK	Y	25	0004990218	2963
11056		BK	BOOK	N	14	0005002311	2965
11057		BK	BOOK	N	14	0005002923	3022
11058		BK	BOOK	N	30	0005003148	3188
11059		BK	BOOK	N	19	0005011760	3253
11060		BK	BOOK	N	29	0005012635	3254
11061		BK	BOOK	Y	25	000501395X	3255
11062		BK	BOOK	N	25	0005016444	3256
11063		BK	BOOK	Y	25	0005021812	3258
11064		BK	BOOK	N	25	0005038871	3260
11065		BK	BOOK	N	25	0005043050	171106
11066		BK	BOOK	N	25	0005044642	3189
11067		BK	BOOK	N	25	0005047218	3182
11068		BK	BOOK	Y	0	0005059461	3183
11069		BK	BOOK	Y	0	0005064295	3184
11070		BK	BOOK	Y	39	0005064309	3185
11071		BK	BOOK	Y	19	0005064341	3186
11072		BK	BOOK	Y	39	0005067871	10166936011
11073		BK	BOOK	Y	19	0005073693	3187
11074		BK	BOOK	Y	39	0005080789	7009082011
11075		BK	BOOK	Y	19	0005088682	3177
11076		BK	BOOK	Y	19	0005089670	3178
11077		BK	BOOK	Y	19	0005092981	16244021
11078		BK	BOOK	Y	19	0005099382	3179
11079		BK	BOOK	Y	19	0005101794	3180
11080		BK	BOOK	Y	15	0005103452	7009139011
11081		BK	BOOK	Y	19	0005111587	3206
11082		BK	BOOK	Y	19	0005111994	3192
11083		BK	BOOK	Y	34	0005126207	7009083011
11084		BK	BOOK	Y	34	0005128080	3209
11085		BK	BOOK	N	15	0005128420	3210
11086		BK	BOOK	Y	20	0005137918	3211
11087		BK	BOOK	Y	18	0005152054	3212
11088		BK	BOOK	Y	19	0005152062	3214
11089		BK	BOOK	Y	19	0005154111	3215
11090		BK	BOOK	Y	19	0005161762	3216
11091		BK	BOOK	Y	19	0005162092	3217
11092		BK	BOOK	N	39	0005168961	3220
11093		BK	BOOK	Y	38	0005217954	16244041
11094		BK	BOOK	Y	29	0005220637	3221
11095		BK	BOOK	Y	29	0005235073	3208
11096		BK	BOOK	Y	26	0005235774	3261
11097		BK	BOOK	Y	19	0005235863	3262
11098		BK	BOOK	Y	29	0005245877	3263
11099		BK	BOOK	Y	19	0005251532	8883929011
11100		BK	BOOK	Y	19	0005298490	8883930011
11101		BK	BOOK	Y	14	0005300517	3267
11102		BK	BOOK	Y	24	0005301742	3270
11103		BK	BOOK	Y	14	0005310075	3273
11104		BK	BOOK	Y	14	0005327318	3274
11105		BK	BOOK	Y	24	0005337356	16244061
11106		BK	BOOK	Y	19	0005337364	3278
11107		BK	BOOK	Y	18	0005354617	3279
11108		BK	BOOK	Y	0	0005369606	3280
11109		BK	BOOK	N	17	0005369703	3283
11110		BK	BOOK	Y	0	0005370434	3301
11111		BK	BOOK	Y	33	0005371171	3200
11112		BK	BOOK	N	25	0005377188	3201
11113		BK	BOOK	N	26	0005405122	3203
11114		BK	BOOK	N	11	0005423716	3204
11115		BK	BOOK	N	11	0005425697	2977
11116		BK	BOOK	N	11	0005435676	2978
11117		BK	BOOK	N	11	0005448506	2984
11118		BK	BOOK	N	11	0005448530	2985
11119		BK	BOOK	Y	11	0005465281	2986
11120		BK	BOOK	N	23	0005474760	15356751
11121		BK	BOOK	N	60	0005476216	2988
11122		BK	BOOK	N	12	0005476798	2990
11123		BK	BOOK	Y	34	0005546915	2991
